idx,bytes,mod_file,start,type
276,288,"Super Mario Bros - Peach and Daisy and The Royal Games with Hacked Music (SMB1 Hack).ips
",33296,record
277,48,"Super Mario Bros - Peach and Daisy and The Royal Games with Hacked Music (SMB1 Hack).ips
",33600,record
278,32,"Super Mario Bros - Peach and Daisy and The Royal Games with Hacked Music (SMB1 Hack).ips
",33680,record
279,32,"Super Mario Bros - Peach and Daisy and The Royal Games with Hacked Music (SMB1 Hack).ips
",33840,record
280,32,"Super Mario Bros - Peach and Daisy and The Royal Games with Hacked Music (SMB1 Hack).ips
",33904,record
281,64,"Super Mario Bros - Peach and Daisy and The Royal Games with Hacked Music (SMB1 Hack).ips
",33968,record
282,112,"Super Mario Bros - Peach and Daisy and The Royal Games with Hacked Music (SMB1 Hack).ips
",34128,record
283,80,"Super Mario Bros - Peach and Daisy and The Royal Games with Hacked Music (SMB1 Hack).ips
",34256,record
284,31,"Super Mario Bros - Peach and Daisy and The Royal Games with Hacked Music (SMB1 Hack).ips
",34384,record
285,15,"Super Mario Bros - Peach and Daisy and The Royal Games with Hacked Music (SMB1 Hack).ips
",34469,RLE
286,12,"Super Mario Bros - Peach and Daisy and The Royal Games with Hacked Music (SMB1 Hack).ips
",34484,record
287,11,"Super Mario Bros - Peach and Daisy and The Royal Games with Hacked Music (SMB1 Hack).ips
",34503,RLE
288,13,"Super Mario Bros - Peach and Daisy and The Royal Games with Hacked Music (SMB1 Hack).ips
",34515,record
289,15,"Super Mario Bros - Peach and Daisy and The Royal Games with Hacked Music (SMB1 Hack).ips
",34529,RLE
290,13,"Super Mario Bros - Peach and Daisy and The Royal Games with Hacked Music (SMB1 Hack).ips
",34546,record
291,18,"Super Mario Bros - Peach and Daisy and The Royal Games with Hacked Music (SMB1 Hack).ips
",34559,RLE
292,55,"Super Mario Bros - Peach and Daisy and The Royal Games with Hacked Music (SMB1 Hack).ips
",34581,record
293,64,"Super Mario Bros - Peach and Daisy and The Royal Games with Hacked Music (SMB1 Hack).ips
",34672,record
294,14,"Super Mario Bros - Peach and Daisy and The Royal Games with Hacked Music (SMB1 Hack).ips
",34833,record
295,15,"Super Mario Bros - Peach and Daisy and The Royal Games with Hacked Music (SMB1 Hack).ips
",34864,record
296,286,"Super Mario Bros - Peach and Daisy and The Royal Games with Hacked Music (SMB1 Hack).ips
",35056,record
297,31,"Super Mario Bros - Peach and Daisy and The Royal Games with Hacked Music (SMB1 Hack).ips
",35346,RLE
298,46,"Super Mario Bros - Peach and Daisy and The Royal Games with Hacked Music (SMB1 Hack).ips
",35377,record
299,17,"Super Mario Bros - Peach and Daisy and The Royal Games with Hacked Music (SMB1 Hack).ips
",35423,RLE
300,190,"Super Mario Bros - Peach and Daisy and The Royal Games with Hacked Music (SMB1 Hack).ips
",35442,record
301,2,"Super Mario Bros - Peach and Daisy and The Royal Games with Hacked Music (SMB1 Hack).ips
",35857,record
302,20,"Super Mario Bros - Peach and Daisy and The Royal Games with Hacked Music (SMB1 Hack).ips
",35865,record
303,65,"Super Mario Bros - Peach and Daisy and The Royal Games with Hacked Music (SMB1 Hack).ips
",35904,record
304,1,"Super Mario Bros - Peach and Daisy and The Royal Games with Hacked Music (SMB1 Hack).ips
",35976,record
305,1,"Super Mario Bros - Peach and Daisy and The Royal Games with Hacked Music (SMB1 Hack).ips
",35992,record
306,14,"Super Mario Bros - Peach and Daisy and The Royal Games with Hacked Music (SMB1 Hack).ips
",36210,RLE
307,16,"Super Mario Bros - Peach and Daisy and The Royal Games with Hacked Music (SMB1 Hack).ips
",36256,record
308,31,"Super Mario Bros - Peach and Daisy and The Royal Games with Hacked Music (SMB1 Hack).ips
",36449,record
309,79,"Super Mario Bros - Peach and Daisy and The Royal Games with Hacked Music (SMB1 Hack).ips
",36545,record
310,32,"Super Mario Bros - Peach and Daisy and The Royal Games with Hacked Music (SMB1 Hack).ips
",36688,record
311,19,"Super Mario Bros - Peach and Daisy and The Royal Games with Hacked Music (SMB1 Hack).ips
",36868,record
312,7,"Super Mario Bros - Peach and Daisy and The Royal Games with Hacked Music (SMB1 Hack).ips
",36896,record
313,7,"Super Mario Bros - Peach and Daisy and The Royal Games with Hacked Music (SMB1 Hack).ips
",36912,record
314,7,"Super Mario Bros - Peach and Daisy and The Royal Games with Hacked Music (SMB1 Hack).ips
",36928,record
315,7,"Super Mario Bros - Peach and Daisy and The Royal Games with Hacked Music (SMB1 Hack).ips
",36944,record
316,6,"Super Mario Bros - Peach and Daisy and The Royal Games with Hacked Music (SMB1 Hack).ips
",36961,record
317,7,"Super Mario Bros - Peach and Daisy and The Royal Games with Hacked Music (SMB1 Hack).ips
",36976,record
318,7,"Super Mario Bros - Peach and Daisy and The Royal Games with Hacked Music (SMB1 Hack).ips
",36992,record
319,7,"Super Mario Bros - Peach and Daisy and The Royal Games with Hacked Music (SMB1 Hack).ips
",37008,record
320,7,"Super Mario Bros - Peach and Daisy and The Royal Games with Hacked Music (SMB1 Hack).ips
",37024,record
321,7,"Super Mario Bros - Peach and Daisy and The Royal Games with Hacked Music (SMB1 Hack).ips
",37040,record
322,6,"Super Mario Bros - Peach and Daisy and The Royal Games with Hacked Music (SMB1 Hack).ips
",37056,record
323,6,"Super Mario Bros - Peach and Daisy and The Royal Games with Hacked Music (SMB1 Hack).ips
",37072,record
324,7,"Super Mario Bros - Peach and Daisy and The Royal Games with Hacked Music (SMB1 Hack).ips
",37088,record
325,6,"Super Mario Bros - Peach and Daisy and The Royal Games with Hacked Music (SMB1 Hack).ips
",37104,record
326,6,"Super Mario Bros - Peach and Daisy and The Royal Games with Hacked Music (SMB1 Hack).ips
",37120,record
327,7,"Super Mario Bros - Peach and Daisy and The Royal Games with Hacked Music (SMB1 Hack).ips
",37136,record
328,7,"Super Mario Bros - Peach and Daisy and The Royal Games with Hacked Music (SMB1 Hack).ips
",37152,record
329,7,"Super Mario Bros - Peach and Daisy and The Royal Games with Hacked Music (SMB1 Hack).ips
",37168,record
330,7,"Super Mario Bros - Peach and Daisy and The Royal Games with Hacked Music (SMB1 Hack).ips
",37184,record
331,7,"Super Mario Bros - Peach and Daisy and The Royal Games with Hacked Music (SMB1 Hack).ips
",37200,record
332,7,"Super Mario Bros - Peach and Daisy and The Royal Games with Hacked Music (SMB1 Hack).ips
",37216,record
333,7,"Super Mario Bros - Peach and Daisy and The Royal Games with Hacked Music (SMB1 Hack).ips
",37232,record
334,7,"Super Mario Bros - Peach and Daisy and The Royal Games with Hacked Music (SMB1 Hack).ips
",37248,record
335,7,"Super Mario Bros - Peach and Daisy and The Royal Games with Hacked Music (SMB1 Hack).ips
",37264,record
336,7,"Super Mario Bros - Peach and Daisy and The Royal Games with Hacked Music (SMB1 Hack).ips
",37280,record
337,7,"Super Mario Bros - Peach and Daisy and The Royal Games with Hacked Music (SMB1 Hack).ips
",37296,record
338,7,"Super Mario Bros - Peach and Daisy and The Royal Games with Hacked Music (SMB1 Hack).ips
",37312,record
339,6,"Super Mario Bros - Peach and Daisy and The Royal Games with Hacked Music (SMB1 Hack).ips
",37328,record
340,7,"Super Mario Bros - Peach and Daisy and The Royal Games with Hacked Music (SMB1 Hack).ips
",37344,record
341,7,"Super Mario Bros - Peach and Daisy and The Royal Games with Hacked Music (SMB1 Hack).ips
",37360,record
342,7,"Super Mario Bros - Peach and Daisy and The Royal Games with Hacked Music (SMB1 Hack).ips
",37376,record
343,7,"Super Mario Bros - Peach and Daisy and The Royal Games with Hacked Music (SMB1 Hack).ips
",37392,record
344,7,"Super Mario Bros - Peach and Daisy and The Royal Games with Hacked Music (SMB1 Hack).ips
",37408,record
345,6,"Super Mario Bros - Peach and Daisy and The Royal Games with Hacked Music (SMB1 Hack).ips
",37425,record
346,7,"Super Mario Bros - Peach and Daisy and The Royal Games with Hacked Music (SMB1 Hack).ips
",37440,record
347,1,"Super Mario Bros - Peach and Daisy and The Royal Games with Hacked Music (SMB1 Hack).ips
",37523,record
348,2,"Super Mario Bros - Peach and Daisy and The Royal Games with Hacked Music (SMB1 Hack).ips
",37573,record
349,15,"Super Mario Bros - Peach and Daisy and The Royal Games with Hacked Music (SMB1 Hack).ips
",37648,record
350,10,"Super Mario Bros - Peach and Daisy and The Royal Games with Hacked Music (SMB1 Hack).ips
",37669,record
351,35,"Super Mario Bros - Peach and Daisy and The Royal Games with Hacked Music (SMB1 Hack).ips
",37685,record
352,127,"Super Mario Bros - Peach and Daisy and The Royal Games with Hacked Music (SMB1 Hack).ips
",37728,record
353,14,"Super Mario Bros - Peach and Daisy and The Royal Games with Hacked Music (SMB1 Hack).ips
",38098,record
354,29,"Super Mario Bros - Peach and Daisy and The Royal Games with Hacked Music (SMB1 Hack).ips
",38130,record
355,94,"Super Mario Bros - Peach and Daisy and The Royal Games with Hacked Music (SMB1 Hack).ips
",38178,record
356,33,"Super Mario Bros - Peach and Daisy and The Royal Games with Hacked Music (SMB1 Hack).ips
",38417,record
357,1,"Super Mario Bros - Peach and Daisy and The Royal Games with Hacked Music (SMB1 Hack).ips
",38457,record
358,45,"Super Mario Bros - Peach and Daisy and The Royal Games with Hacked Music (SMB1 Hack).ips
",38465,record
359,64,"Super Mario Bros - Peach and Daisy and The Royal Games with Hacked Music (SMB1 Hack).ips
",38528,record
360,64,"Super Mario Bros - Peach and Daisy and The Royal Games with Hacked Music (SMB1 Hack).ips
",38848,record
361,32,"Super Mario Bros - Peach and Daisy and The Royal Games with Hacked Music (SMB1 Hack).ips
",38928,RLE
362,125,"Super Mario Bros - Peach and Daisy and The Royal Games with Hacked Music (SMB1 Hack).ips
",39028,record
363,1,"Super Mario Bros - Peach and Daisy and The Royal Games with Hacked Music (SMB1 Hack).ips
",39160,record
364,1,"Super Mario Bros - Peach and Daisy and The Royal Games with Hacked Music (SMB1 Hack).ips
",39168,record
365,1,"Super Mario Bros - Peach and Daisy and The Royal Games with Hacked Music (SMB1 Hack).ips
",39176,record
366,80,"Super Mario Bros - Peach and Daisy and The Royal Games with Hacked Music (SMB1 Hack).ips
",39184,record
367,32,"Super Mario Bros - Peach and Daisy and The Royal Games with Hacked Music (SMB1 Hack).ips
",39440,RLE
368,60,"Super Mario Bros - Peach and Daisy and The Royal Games with Hacked Music (SMB1 Hack).ips
",39524,record
369,64,"Super Mario Bros - Peach and Daisy and The Royal Games with Hacked Music (SMB1 Hack).ips
",39616,record
370,64,"Super Mario Bros - Peach and Daisy and The Royal Games with Hacked Music (SMB1 Hack).ips
",39760,record
371,32,"Super Mario Bros - Peach and Daisy and The Royal Games with Hacked Music (SMB1 Hack).ips
",39920,record
372,60,"Super Mario Bros - Peach and Daisy and The Royal Games with Hacked Music (SMB1 Hack).ips
",39988,record
373,74,"Super Mario Bros - Peach and Daisy and The Royal Games with Hacked Music (SMB1 Hack).ips
",40117,record
374,128,"Super Mario Bros - Peach and Daisy and The Royal Games with Hacked Music (SMB1 Hack).ips
",40208,record
375,133,"Super Mario Bros - Peach and Daisy and The Royal Games with Hacked Music (SMB1 Hack).ips
",40336,RLE
376,43,"Super Mario Bros - Peach and Daisy and The Royal Games with Hacked Music (SMB1 Hack).ips
",40469,record
377,16,"Super Mario Bros - Peach and Daisy and The Royal Games with Hacked Music (SMB1 Hack).ips
",40512,RLE
378,46,"Super Mario Bros - Peach and Daisy and The Royal Games with Hacked Music (SMB1 Hack).ips
",40530,record
379,16,"Super Mario Bros - Peach and Daisy and The Royal Games with Hacked Music (SMB1 Hack).ips
",40576,RLE
380,281,"Super Mario Bros - Peach and Daisy and The Royal Games with Hacked Music (SMB1 Hack).ips
",40657,record
381,32,"Super Mario Bros - Peach and Daisy and The Royal Games with Hacked Music (SMB1 Hack).ips
",40938,RLE
382,1,"MissingHat.ips
",1893,record
383,5,"MissingHat.ips
",1901,record
384,5,"MissingHat.ips
",1942,record
385,18,"MissingHat.ips
",3475,record
386,88,"MissingHat.ips
",3515,record
387,4,"MissingHat.ips
",29402,record
388,3,"MissingHat.ips
",32784,record
389,18,"MissingHat.ips
",32794,record
390,2,"MissingHat.ips
",32828,record
391,63,"MissingHat.ips
",32844,record
392,4,"MissingHat.ips
",32914,record
393,18,"MissingHat.ips
",32924,record
394,3,"MissingHat.ips
",32957,record
395,2,"MissingHat.ips
",32974,record
396,6,"MissingHat.ips
",32984,record
397,43,"MissingHat.ips
",33000,record
398,19,"MissingHat.ips
",33050,record
399,4,"MissingHat.ips
",33084,record
400,17,"MissingHat.ips
",33101,record
401,41,"MissingHat.ips
",33125,record
402,20,"MissingHat.ips
",33176,record
403,6,"MissingHat.ips
",33208,record
404,3,"MissingHat.ips
",33227,record
405,3,"MissingHat.ips
",33298,record
406,18,"MissingHat.ips
",33308,record
407,2,"MissingHat.ips
",33341,record
408,6,"MissingHat.ips
",33357,record
409,50,"MissingHat.ips
",33370,record
410,3,"MissingHat.ips
",33437,record
411,4,"MissingHat.ips
",33464,record
412,39,"MissingHat.ips
",33476,record
413,3,"MissingHat.ips
",33531,record
414,9,"MissingHat.ips
",33540,record
415,2,"MissingHat.ips
",33593,record
416,1,"MissingHat.ips
",33602,record
417,2,"MissingHat.ips
",33609,record
418,11,"MissingHat.ips
",33619,record
419,2,"MissingHat.ips
",33636,record
420,6,"MissingHat.ips
",33644,record
421,10,"MissingHat.ips
",33656,record
422,2,"MissingHat.ips
",33672,record
423,29,"MissingHat.ips
",33681,record
424,8,"MissingHat.ips
",33720,record
425,10,"MissingHat.ips
",33736,record
426,3,"MissingHat.ips
",33752,record
427,10,"MissingHat.ips
",33768,record
428,23,"MissingHat.ips
",33784,record
429,1,"MissingHat.ips
",33825,record
430,2,"MissingHat.ips
",33833,record
431,42,"MissingHat.ips
",33844,record
432,11,"MissingHat.ips
",33907,record
433,1,"MissingHat.ips
",33928,record
434,2,"MissingHat.ips
",33940,record
435,48,"MissingHat.ips
",33948,record
436,10,"MissingHat.ips
",34006,record
437,17,"MissingHat.ips
",34028,record
438,10,"MissingHat.ips
",34052,record
439,3,"MissingHat.ips
",34106,record
440,11,"MissingHat.ips
",34115,record
441,55,"MissingHat.ips
",34132,record
442,13,"MissingHat.ips
",34224,record
443,61,"MissingHat.ips
",34256,record
444,12,"MissingHat.ips
",34386,record
445,11,"MissingHat.ips
",34404,record
446,27,"MissingHat.ips
",34421,record
447,2,"MissingHat.ips
",34462,record
448,28,"MissingHat.ips
",34576,record
449,2,"MissingHat.ips
",34611,record
450,2,"MissingHat.ips
",34619,record
451,2,"MissingHat.ips
",34627,record
452,2,"MissingHat.ips
",34635,record
453,36,"MissingHat.ips
",34672,RLE
454,12,"MissingHat.ips
",34708,record
455,16,"MissingHat.ips
",34720,RLE
456,32,"MissingHat.ips
",34736,record
457,15,"MissingHat.ips
",34817,record
458,8,"MissingHat.ips
",34921,RLE
459,9,"MissingHat.ips
",34936,record
460,12,"MissingHat.ips
",35059,record
461,7,"MissingHat.ips
",35081,RLE
462,12,"MissingHat.ips
",35156,record
463,34,"MissingHat.ips
",35182,record
464,32,"MissingHat.ips
",35248,record
465,2,"MissingHat.ips
",35364,record
466,20,"MissingHat.ips
",35372,record
467,10,"MissingHat.ips
",35408,record
468,2,"MissingHat.ips
",35445,record
469,19,"MissingHat.ips
",35453,record
470,48,"MissingHat.ips
",35488,record
471,32,"MissingHat.ips
",35568,record
472,44,"MissingHat.ips
",35841,record
473,32,"MissingHat.ips
",35904,record
474,1,"MissingHat.ips
",35944,record
475,16,"MissingHat.ips
",35952,record
476,9,"MissingHat.ips
",35984,record
477,10,"MissingHat.ips
",36001,record
478,1,"MissingHat.ips
",36056,record
479,45,"MissingHat.ips
",36064,record
480,1,"MissingHat.ips
",36168,record
481,16,"MissingHat.ips
",36208,record
482,16,"MissingHat.ips
",36240,record
483,29,"MissingHat.ips
",36275,record
484,1,"MissingHat.ips
",36440,record
485,8,"MissingHat.ips
",36728,record
486,8,"MissingHat.ips
",36744,record
487,8,"MissingHat.ips
",36808,record
488,23,"MissingHat.ips
",36840,RLE
489,14,"MissingHat.ips
",37482,record
490,32,"MissingHat.ips
",37744,record
491,11,"MissingHat.ips
",37792,record
492,28,"MissingHat.ips
",37809,record
493,13,"MissingHat.ips
",37920,record
494,7,"MissingHat.ips
",37985,record
495,8,"MissingHat.ips
",38000,record
496,8,"MissingHat.ips
",38016,record
497,7,"MissingHat.ips
",38033,record
498,7,"MissingHat.ips
",38064,record
499,6,"MissingHat.ips
",38218,record
500,6,"MissingHat.ips
",38234,record
501,1,"MissingHat.ips
",38253,record
502,6,"MissingHat.ips
",38264,record
503,30,"MissingHat.ips
",38368,record
504,34,"MissingHat.ips
",38416,record
505,24,"MissingHat.ips
",38456,record
506,6,"MissingHat.ips
",38504,record
507,54,"MissingHat.ips
",38536,record
508,1,"MissingHat.ips
",38599,record
509,65,"MissingHat.ips
",38607,record
510,7,"MissingHat.ips
",39264,record
511,4,"MissingHat.ips
",39280,RLE
512,4,"MissingHat.ips
",39296,RLE
513,4,"MissingHat.ips
",39312,RLE
514,8,"MissingHat.ips
",39616,RLE
515,4,"MissingHat.ips
",39632,RLE
516,4,"MissingHat.ips
",39652,RLE
517,8,"MissingHat.ips
",39664,RLE
518,1,"MissingHat.ips
",39723,record
519,1,"MissingHat.ips
",39760,record
520,10,"MissingHat.ips
",39767,RLE
521,47,"MissingHat.ips
",39777,record
522,48,"MissingHat.ips
",40608,record
523,29,"MissingHat.ips
",40902,record
524,2,"Super Mario Bros - All-Star Levels by AP (V1-03).ips
",5,record
525,157,"Super Mario Bros - All-Star Levels by AP (V1-03).ips
",16,record
526,355,"Super Mario Bros - All-Star Levels by AP (V1-03).ips
",173,RLE
527,3092,"Super Mario Bros - All-Star Levels by AP (V1-03).ips
",528,record
528,20,"Super Mario Bros - All-Star Levels by AP (V1-03).ips
",3620,RLE
529,1758,"Super Mario Bros - All-Star Levels by AP (V1-03).ips
",3640,record
530,16,"Super Mario Bros - All-Star Levels by AP (V1-03).ips
",5398,RLE
531,27807,"Super Mario Bros - All-Star Levels by AP (V1-03).ips
",5414,record
532,17,"Super Mario Bros - All-Star Levels by AP (V1-03).ips
",33221,RLE
